date,expense,expensive,fine,ghetto,intervention,isPartial
2006-02-01,9,24,79,20,13,False
2006-02-02,16,22,81,39,13,False
2006-02-03,7,17,84,34,15,False
2006-02-04,11,16,76,34,12,False
2006-02-05,7,16,92,25,13,False
2006-02-06,13,13,76,31,20,False
2006-02-07,9,20,72,31,13,False
2006-02-08,9,20,72,20,11,False
2006-02-09,9,16,75,16,9,False
2006-02-10,10,18,80,21,12,False
2006-02-11,11,11,78,30,4,False
2006-02-12,8,11,66,24,11,False
2006-02-13,18,19,83,19,14,False
2006-02-14,11,11,73,24,14,False
2006-02-15,8,19,68,23,8,False
2006-02-16,13,21,73,21,15,False
2006-02-17,9,22,71,18,12,False
2006-02-18,5,16,78,39,10,False
2006-02-19,9,18,78,33,13,False
2006-02-20,10,11,81,27,15,False
2006-02-21,12,20,79,20,13,False
2006-02-22,10,19,75,22,16,False
2006-02-23,14,19,60,22,14,False
2006-02-24,16,17,77,21,11,False
2006-02-25,10,20,73,29,6,False
2006-02-26,8,15,78,32,6,False
2006-02-27,12,16,78,21,13,False
2006-02-28,12,15,71,20,15,False
2006-03-01,11,17,71,22,16,False
2006-03-02,10,16,77,28,18,False
2006-03-03,8,17,75,26,15,False
2006-03-04,5,21,79,27,13,False
2006-03-05,14,23,97,36,9,False
2006-03-06,10,20,74,20,14,False
2006-03-07,4,13,69,27,13,False
2006-03-08,13,17,77,25,17,False
2006-03-09,11,18,82,25,18,False
2006-03-10,12,23,71,22,18,False
2006-03-11,9,17,61,29,13,False
2006-03-12,10,12,100,23,11,False
2006-03-13,17,14,81,24,13,False
2006-03-14,9,22,75,24,18,False
2006-03-15,11,14,75,24,16,False
2006-03-16,9,19,74,26,19,False
2006-03-17,6,17,79,22,12,False
2006-03-18,5,15,82,28,6,False
2006-03-19,15,21,76,26,5,False
2006-03-20,8,13,73,21,16,False
2006-03-21,15,13,81,24,18,False
2006-03-22,10,15,81,22,12,False
2006-03-23,8,14,80,26,11,False
2006-03-24,4,22,61,32,16,False
2006-03-25,9,18,78,23,13,False
2006-03-26,7,16,69,32,18,False
2006-03-27,16,20,81,25,18,False
2006-03-28,16,17,76,22,15,False
2006-03-29,8,13,71,28,13,False
2006-03-30,13,22,79,20,17,False
2006-03-31,9,16,78,23,10,False
2006-04-01,4,19,77,25,13,False
2006-04-02,13,12,79,30,14,False
2006-04-03,9,17,77,24,12,False
2006-04-04,12,19,68,34,19,False
2006-04-05,13,25,70,23,17,False
2006-04-06,11,15,73,24,16,False
2006-04-07,10,14,69,20,14,False
2006-04-08,13,16,80,25,15,False
2006-04-09,15,20,74,35,12,False
2006-04-10,12,18,75,21,11,False
2006-04-11,13,19,63,24,16,False
2006-04-12,13,19,71,21,19,False
2006-04-13,14,19,61,22,15,False
2006-04-14,15,22,82,23,8,False
2006-04-15,13,17,80,24,15,False
2006-04-16,10,24,72,30,9,False
2006-04-17,13,19,72,18,16,False
2006-04-18,7,17,67,17,14,False
2006-04-19,11,21,75,19,15,False
2006-04-20,10,17,74,26,16,False
2006-04-21,8,18,82,27,7,False
2006-04-22,8,20,72,31,11,False
2006-04-23,8,23,74,30,15,False
2006-04-24,11,15,67,15,15,False
2006-04-25,8,21,72,25,14,False
2006-04-26,8,21,68,22,13,False
2006-04-27,6,26,71,29,16,False
2006-04-28,14,19,74,28,11,False
2006-04-29,5,11,69,28,13,False
2006-04-30,6,22,75,29,15,False
2006-05-01,12,19,70,21,13,False
2006-05-02,10,16,68,20,20,False
2006-05-03,13,20,66,31,14,False
2006-05-04,12,19,73,28,15,False
2006-05-05,12,24,63,27,9,False
2006-05-06,4,23,87,30,10,False
2006-05-07,3,18,86,24,10,False
2006-05-08,6,14,69,25,15,False
2006-05-09,7,20,61,23,17,False
2006-05-10,6,20,71,38,13,False
2006-05-11,7,17,66,31,12,False
2006-05-12,8,17,73,27,14,False
2006-05-13,4,21,80,28,6,False
2006-05-14,4,17,74,36,6,False
2006-05-15,8,24,80,29,13,False
2006-05-16,10,23,63,22,12,False
2006-05-17,7,17,64,29,12,False
2006-05-18,9,16,69,29,8,False
2006-05-19,6,17,73,30,10,False
2006-05-20,5,16,74,25,9,False
2006-05-21,8,17,87,25,13,False
2006-05-22,6,14,70,21,14,False
2006-05-23,6,19,76,19,15,False
2006-05-24,9,8,75,22,20,False
2006-05-25,9,19,61,33,10,False
2006-05-26,8,15,74,29,11,False
2006-05-27,4,17,75,27,7,False
2006-05-28,9,21,66,24,10,False
2006-05-29,10,18,55,31,8,False
2006-05-30,11,20,78,22,11,False
2006-05-31,11,18,74,20,11,False
2006-06-01,8,13,73,29,14,False
2006-06-02,7,15,63,21,10,False
2006-06-03,4,17,76,28,9,False
2006-06-04,7,15,80,23,15,False
2006-06-05,8,20,59,25,17,False
2006-06-06,7,19,70,23,14,False
2006-06-07,8,20,73,26,13,False
2006-06-08,9,16,73,26,12,False
2006-06-09,7,17,66,24,13,False
2006-06-10,5,17,63,27,14,False
2006-06-11,6,22,76,29,6,False
2006-06-12,7,13,70,23,12,False
2006-06-13,14,19,69,22,13,False
2006-06-14,10,13,69,24,15,False
2006-06-15,7,15,58,21,11,False
2006-06-16,8,12,73,22,8,False
2006-06-17,5,28,72,20,5,False
2006-06-18,8,18,77,18,9,False
2006-06-19,12,18,76,24,21,False
2006-06-20,10,15,70,21,13,False
2006-06-21,6,15,63,20,9,False
2006-06-22,6,16,65,25,13,False
2006-06-23,7,9,70,23,5,False
2006-06-24,8,20,80,28,9,False
2006-06-25,3,17,70,30,7,False
2006-06-26,6,30,73,23,17,False
2006-06-27,8,22,63,21,8,False
2006-06-28,9,20,72,25,10,False
2006-06-29,9,13,62,16,5,False
2006-06-30,6,13,62,17,8,False
2006-07-01,5,13,70,27,9,False
2006-07-02,6,23,87,25,7,False
2006-07-03,3,20,57,19,8,False
2006-07-04,6,22,81,29,9,False
2006-07-05,6,8,74,17,7,False
2006-07-06,4,18,85,20,14,False
2006-07-07,6,18,73,11,8,False
2006-07-08,4,23,75,24,11,False
2006-07-09,6,23,77,31,11,False
2006-07-10,9,17,76,16,15,False
2006-07-11,6,13,65,23,16,False
2006-07-12,10,22,65,18,12,False
2006-07-13,7,20,70,19,12,False
2006-07-14,6,13,83,20,7,False
2006-07-15,5,26,87,30,7,False
2006-07-16,2,16,67,24,5,False
2006-07-17,8,18,63,17,11,False
2006-07-18,9,17,77,13,8,False
2006-07-19,13,15,66,22,9,False
2006-07-20,8,20,64,22,11,False
2006-07-21,6,18,71,22,9,False
2006-07-22,6,16,86,16,9,False
2006-07-23,5,17,84,24,6,False
2006-07-24,9,15,65,17,14,False
2006-07-25,7,19,72,25,16,False
2006-07-26,9,14,70,17,12,False
2006-07-27,10,19,78,20,9,False
2006-07-28,11,19,70,14,7,False
2006-07-29,8,10,89,18,8,False
2006-07-30,7,20,80,24,5,False
2006-07-31,7,20,65,20,10,False
2006-08-01,10,19,71,16,13,False
2006-08-02,12,19,65,26,9,False
2006-08-03,8,22,67,20,10,False
2006-08-04,9,17,62,20,13,False
2006-08-05,7,14,66,23,10,False
2006-08-06,8,14,74,26,6,False
2006-08-07,9,16,75,15,16,False
2006-08-08,8,17,80,19,13,False
2006-08-09,8,15,77,22,11,False
2006-08-10,13,16,72,14,10,False
2006-08-11,11,16,81,17,9,False
2006-08-12,7,18,71,31,8,False
2006-08-13,6,12,48,31,10,False
2006-08-14,10,16,65,16,18,False
2006-08-15,9,14,68,20,12,False
2006-08-16,10,26,69,19,7,False
2006-08-17,8,17,67,18,12,False
2006-08-18,5,13,73,24,10,False
2006-08-19,3,20,85,27,8,False
2006-08-20,6,21,60,28,5,False
2006-08-21,13,20,74,20,13,False
2006-08-22,8,13,68,25,12,False
2006-08-23,8,18,78,25,12,False
2006-08-24,10,15,60,15,10,False
2006-08-25,6,14,68,29,12,False
2006-08-26,2,14,61,31,10,False
2006-08-27,4,20,83,25,6,False
2006-08-28,6,15,77,17,21,False
2006-08-29,10,17,70,23,14,False
2006-08-30,10,15,70,14,12,False
2006-08-31,8,15,65,20,9,False
2006-09-01,8,18,72,21,10,False
2006-09-02,6,11,90,22,3,False
2006-09-03,4,15,72,23,5,False
2006-09-04,4,17,77,27,14,False
2006-09-05,6,14,75,12,11,False
2006-09-06,5,15,63,23,9,False
2006-09-07,9,16,68,15,11,False
2006-09-08,6,9,69,19,18,False
2006-09-09,7,17,72,26,12,False
2006-09-10,6,18,73,24,9,False
2006-09-11,10,10,69,19,15,False
2006-09-12,10,21,68,18,11,False
2006-09-13,10,15,72,20,13,False
2006-09-14,9,20,80,18,12,False
2006-09-15,8,17,65,21,11,False
2006-09-16,3,33,64,31,11,False
2006-09-17,9,23,69,25,8,False
2006-09-18,8,16,73,22,12,False
2006-09-19,9,20,81,20,14,False
2006-09-20,6,13,68,19,15,False
2006-09-21,9,19,60,18,13,False
2006-09-22,5,19,74,22,15,False
2006-09-23,3,19,86,23,5,False
2006-09-24,4,17,71,27,7,False
2006-09-25,14,16,78,19,23,False
2006-09-26,10,21,73,18,18,False
2006-09-27,9,13,79,23,15,False
2006-09-28,6,18,69,19,13,False
2006-09-29,7,23,68,21,6,False
2006-09-30,8,10,74,23,5,False
2006-10-01,12,16,72,21,12,False
2006-10-02,9,14,84,22,16,False
2006-10-03,7,23,73,22,15,False
2006-10-04,10,13,66,17,12,False
2006-10-05,11,16,81,21,10,False
2006-10-06,8,18,76,21,12,False
2006-10-07,6,20,73,25,6,False
2006-10-08,7,15,79,21,10,False
2006-10-09,5,12,62,19,17,False
2006-10-10,10,20,75,20,14,False
2006-10-11,11,19,65,18,12,False
2006-10-12,9,14,68,19,14,False
2006-10-13,11,13,68,31,11,False
2006-10-14,8,16,80,29,12,False
2006-10-15,10,22,68,28,10,False
2006-10-16,7,19,74,17,14,False
2006-10-17,13,22,66,23,9,False
2006-10-18,10,20,70,20,11,False
2006-10-19,9,15,64,27,12,False
2006-10-20,5,23,64,22,9,False
2006-10-21,6,15,76,24,10,False
2006-10-22,7,13,71,23,13,False
2006-10-23,10,19,73,20,18,False
2006-10-24,6,13,73,18,18,False
2006-10-25,9,18,68,24,18,False
2006-10-26,16,14,79,16,11,False
2006-10-27,7,20,80,21,15,False
2006-10-28,6,17,85,30,7,False
