date,blackmail,bribe,bum,commoner,corrupt,isPartial
2010-04-05,12,3,41,3,63,False
2010-04-06,6,3,35,4,48,False
2010-04-07,11,1,48,4,43,False
2010-04-08,13,6,38,0,47,False
2010-04-09,17,2,53,2,52,False
2010-04-10,9,2,60,0,41,False
2010-04-11,13,2,40,2,53,False
2010-04-12,12,4,66,1,54,False
2010-04-13,12,1,49,0,59,False
2010-04-14,8,10,50,1,57,False
2010-04-15,10,6,45,1,46,False
2010-04-16,10,6,44,1,44,False
2010-04-17,2,2,59,0,48,False
2010-04-18,13,10,50,0,71,False
2010-04-19,6,8,64,1,75,False
2010-04-20,12,3,38,0,41,False
2010-04-21,14,8,41,0,59,False
2010-04-22,13,0,45,4,56,False
2010-04-23,10,9,48,0,36,False
2010-04-24,10,2,56,0,45,False
2010-04-25,12,8,49,0,49,False
2010-04-26,8,3,41,0,67,False
2010-04-27,7,8,48,1,59,False
2010-04-28,7,10,48,0,57,False
2010-04-29,4,4,47,0,60,False
2010-04-30,18,6,51,0,49,False
2010-05-01,20,4,72,0,50,False
2010-05-02,4,9,67,0,43,False
2010-05-03,7,4,49,0,47,False
2010-05-04,17,6,51,0,49,False
2010-05-05,11,16,38,4,65,False
2010-05-06,6,4,48,0,54,False
2010-05-07,9,3,50,0,51,False
2010-05-08,2,7,62,0,49,False
2010-05-09,7,5,62,2,37,False
2010-05-10,16,6,51,0,53,False
2010-05-11,8,1,45,1,59,False
2010-05-12,4,6,51,1,47,False
2010-05-13,13,6,56,0,40,False
2010-05-14,5,3,64,2,63,False
2010-05-15,11,7,82,0,32,False
2010-05-16,2,7,71,2,34,False
2010-05-17,10,3,55,0,42,False
2010-05-18,8,8,43,1,59,False
2010-05-19,7,4,31,0,54,False
2010-05-20,13,3,59,0,62,False
2010-05-21,13,6,56,0,58,False
2010-05-22,5,2,52,2,39,False
2010-05-23,20,7,45,2,34,False
2010-05-24,10,13,50,1,48,False
2010-05-25,16,20,58,0,68,False
2010-05-26,7,39,63,3,53,False
2010-05-27,7,34,66,1,49,False
2010-05-28,5,23,37,0,30,False
2010-05-29,12,21,47,0,47,False
2010-05-30,20,5,70,0,50,False
2010-05-31,9,13,79,0,58,False
2010-06-01,7,9,47,0,56,False
2010-06-02,12,10,42,0,60,False
2010-06-03,11,5,51,0,45,False
2010-06-04,9,6,43,0,46,False
2010-06-05,7,0,36,4,34,False
2010-06-06,9,2,47,4,45,False
2010-06-07,6,6,49,0,58,False
2010-06-08,4,1,48,1,54,False
2010-06-09,13,12,42,0,39,False
2010-06-10,11,6,40,0,47,False
2010-06-11,16,8,45,3,40,False
2010-06-12,14,5,55,0,32,False
2010-06-13,7,7,53,0,53,False
2010-06-14,5,6,50,0,57,False
2010-06-15,15,6,37,0,42,False
2010-06-16,8,3,42,0,57,False
2010-06-17,8,3,52,0,66,False
2010-06-18,7,7,48,0,50,False
2010-06-19,5,9,35,12,37,False
2010-06-20,7,5,78,7,34,False
2010-06-21,8,8,44,5,51,False
2010-06-22,10,9,50,0,61,False
2010-06-23,12,3,42,3,64,False
2010-06-24,11,3,50,2,38,False
2010-06-25,3,5,53,0,42,False
2010-06-26,14,2,36,2,52,False
2010-06-27,14,5,65,0,39,False
2010-06-28,5,5,53,0,61,False
2010-06-29,6,7,52,0,72,False
2010-06-30,6,2,45,0,69,False
2010-07-01,16,2,50,0,41,False
2010-07-02,8,3,59,0,50,False
2010-07-03,10,6,77,0,38,False
2010-07-04,13,2,82,4,31,False
2010-07-05,11,2,72,0,27,False
2010-07-06,16,4,40,1,36,False
2010-07-07,12,3,67,1,48,False
2010-07-08,13,5,54,0,45,False
2010-07-09,7,0,44,1,40,False
2010-07-10,9,4,45,0,51,False
2010-07-11,9,2,77,2,41,False
2010-07-12,9,11,54,0,44,False
2010-07-13,14,1,42,0,52,False
2010-07-14,13,5,53,1,67,False
2010-07-15,13,5,52,0,40,False
2010-07-16,13,6,57,1,50,False
2010-07-17,6,2,63,0,41,False
2010-07-18,15,6,83,0,34,False
2010-07-19,6,5,60,0,39,False
2010-07-20,6,1,52,1,43,False
2010-07-21,9,4,43,0,49,False
2010-07-22,15,7,54,0,67,False
2010-07-23,12,0,57,3,35,False
2010-07-24,11,5,54,0,40,False
2010-07-25,7,4,62,4,41,False
2010-07-26,8,5,59,0,54,False
2010-07-27,8,6,58,0,46,False
2010-07-28,9,4,57,1,40,False
2010-07-29,10,5,63,0,39,False
2010-07-30,3,4,54,0,43,False
2010-07-31,11,0,75,0,39,False
2010-08-01,6,9,54,0,41,False
2010-08-02,14,4,64,0,51,False
2010-08-03,8,6,52,0,51,False
2010-08-04,9,4,47,0,51,False
2010-08-05,10,5,46,0,43,False
2010-08-06,10,4,56,0,52,False
2010-08-07,9,4,100,0,24,False
2010-08-08,13,2,74,2,37,False
2010-08-09,9,4,70,0,48,False
2010-08-10,9,3,48,0,66,False
2010-08-11,17,5,46,0,40,False
2010-08-12,7,4,54,0,51,False
2010-08-13,11,7,55,0,54,False
2010-08-14,14,2,60,0,45,False
2010-08-15,9,7,69,4,37,False
2010-08-16,12,3,54,1,50,False
2010-08-17,18,4,54,0,83,False
2010-08-18,10,5,48,1,53,False
2010-08-19,11,3,36,3,49,False
2010-08-20,8,4,56,0,48,False
2010-08-21,11,5,64,0,37,False
2010-08-22,9,5,55,2,34,False
2010-08-23,13,4,41,0,37,False
2010-08-24,6,11,57,0,52,False
2010-08-25,8,4,49,1,43,False
2010-08-26,8,3,34,1,44,False
2010-08-27,11,3,58,0,48,False
2010-08-28,10,2,54,5,33,False
2010-08-29,14,4,66,0,50,False
2010-08-30,13,3,57,0,34,False
2010-08-31,7,2,58,0,55,False
2010-09-01,11,4,50,1,41,False
2010-09-02,5,0,44,1,53,False
2010-09-03,4,7,47,0,47,False
2010-09-04,9,2,80,3,43,False
2010-09-05,7,2,63,2,42,False
2010-09-06,13,6,46,0,45,False
2010-09-07,11,5,45,0,44,False
2010-09-08,6,2,38,0,49,False
2010-09-09,9,6,60,4,45,False
2010-09-10,9,4,41,3,46,False
2010-09-11,10,3,55,0,30,False
2010-09-12,21,5,38,3,62,False
2010-09-13,6,6,58,0,47,False
2010-09-14,11,1,53,0,53,False
2010-09-15,11,6,59,0,48,False
2010-09-16,7,2,63,1,44,False
2010-09-17,4,4,59,0,56,False
2010-09-18,17,2,66,2,24,False
2010-09-19,10,8,80,7,27,False
2010-09-20,12,9,55,0,50,False
2010-09-21,7,6,42,0,54,False
2010-09-22,10,8,44,0,50,False
2010-09-23,7,6,49,1,52,False
2010-09-24,6,9,57,0,61,False
2010-09-25,10,7,67,2,61,False
2010-09-26,8,5,69,2,31,False
2010-09-27,8,4,48,1,50,False
2010-09-28,4,5,45,0,48,False
2010-09-29,13,8,50,0,61,False
2010-09-30,6,5,55,1,55,False
2010-10-01,6,10,69,0,50,False
2010-10-02,2,5,64,2,30,False
2010-10-03,18,2,68,0,30,False
2010-10-04,8,5,49,1,46,False
2010-10-05,12,4,47,1,53,False
2010-10-06,12,11,31,1,41,False
2010-10-07,9,9,23,1,68,False
2010-10-08,8,6,54,0,53,False
2010-10-09,12,9,77,0,41,False
2010-10-10,3,9,77,3,37,False
2010-10-11,10,9,63,1,45,False
2010-10-12,6,6,39,2,44,False
2010-10-13,8,5,57,0,55,False
2010-10-14,12,5,58,0,60,False
2010-10-15,12,4,56,4,42,False
2010-10-16,8,3,60,0,33,False
2010-10-17,13,3,85,0,42,False
2010-10-18,9,6,38,0,39,False
2010-10-19,5,8,51,2,45,False
2010-10-20,8,5,44,0,49,False
2010-10-21,2,4,49,0,71,False
2010-10-22,4,1,49,0,48,False
2010-10-23,2,5,65,5,56,False
2010-10-24,8,8,49,0,26,False
2010-10-25,6,7,55,1,50,False
2010-10-26,13,3,55,1,69,False
2010-10-27,10,6,55,0,60,False
2010-10-28,10,6,56,2,62,False
2010-10-29,9,4,63,0,47,False
2010-10-30,13,10,69,0,42,False
2010-10-31,12,0,72,2,48,False
2010-11-01,7,1,45,1,57,False
2010-11-02,12,2,56,2,54,False
2010-11-03,4,2,49,0,57,False
2010-11-04,11,7,53,1,61,False
2010-11-05,9,4,50,0,44,False
2010-11-06,8,6,69,0,43,False
2010-11-07,19,5,60,2,35,False
2010-11-08,8,5,48,1,41,False
2010-11-09,11,3,59,2,52,False
2010-11-10,12,5,61,1,44,False
2010-11-11,13,4,61,1,57,False
2010-11-12,14,4,47,2,44,False
2010-11-13,5,5,60,2,42,False
2010-11-14,16,6,63,2,40,False
2010-11-15,7,8,58,1,52,False
2010-11-16,5,8,61,15,49,False
2010-11-17,11,6,47,18,51,False
2010-11-18,5,5,57,8,35,False
2010-11-19,9,4,48,4,51,False
2010-11-20,14,5,45,3,41,False
2010-11-21,10,0,62,2,35,False
2010-11-22,13,2,39,3,37,False
2010-11-23,10,5,57,0,51,False
2010-11-24,8,5,49,1,42,False
2010-11-25,7,3,65,2,36,False
2010-11-26,5,5,54,0,46,False
2010-11-27,8,3,52,2,26,False
2010-11-28,13,6,67,2,41,False
2010-11-29,11,6,47,2,42,False
2010-11-30,9,3,53,2,45,False
2010-12-01,8,6,47,1,41,False
2010-12-02,16,16,34,2,52,False
2010-12-03,8,12,60,0,53,False
2010-12-04,6,5,55,2,35,False
2010-12-05,9,11,82,3,43,False
2010-12-06,7,8,41,0,52,False
2010-12-07,12,6,45,1,43,False
2010-12-08,6,7,52,1,58,False
2010-12-09,7,7,60,3,46,False
2010-12-10,12,2,38,2,48,False
2010-12-11,12,8,63,0,39,False
2010-12-12,9,3,43,0,26,False
2010-12-13,8,3,42,1,48,False
2010-12-14,15,3,56,1,48,False
2010-12-15,14,10,48,1,58,False
2010-12-16,7,6,55,0,40,False
2010-12-17,15,6,57,2,39,False
2010-12-18,8,13,64,2,22,False
2010-12-19,17,7,68,2,40,False
2010-12-20,7,5,51,2,52,False
2010-12-21,5,2,37,0,39,False
2010-12-22,9,10,65,1,52,False
2010-12-23,21,4,59,1,35,False
2010-12-24,14,2,55,0,29,False
2010-12-25,15,4,69,2,29,False
2010-12-26,14,2,69,0,37,False
2010-12-27,11,3,72,3,31,False
2010-12-28,1,0,53,0,38,False
2010-12-29,13,3,52,0,50,False
2010-12-30,9,3,52,0,31,False
